Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency,dep_lat,dep_lon,arr_lat,arr_lon
L,SIN,SIN,JED,JED,International,Apr-22,13,1.352083,103.819836,21.5291545,39.1610863
M,SIN,SIN,RGN,RGN,International,Apr-22,2,1.352083,103.819836,16.840939,96.173526
M,SIN,SIN,AMS,AMS,International,Apr-22,30,1.352083,103.819836,52.3675734,4.9041389
L,SIN,SIN,SUB,SUB,International,Apr-22,19,1.352083,103.819836,-7.2574719,112.7520883
M,SIN,SIN,BAH,BAH,International,Apr-22,11,1.352083,103.819836,26.0667,50.5577
M,SIN,SIN,CMB,CMB,International,Apr-22,34,1.352083,103.819836,6.9270786,79.861243
M,SIN,SIN,NRT,TYO,International,Apr-22,30,1.352083,103.819836,35.6764225,139.650027
M,SIN,SIN,SUB,SUB,International,Apr-22,10,1.352083,103.819836,-7.2574719,112.7520883
M,SIN,SIN,BKK,BKK,International,Apr-22,32,1.352083,103.819836,13.7563309,100.5017651
L,SIN,SIN,ICN,SEL,International,Apr-22,4,1.352083,103.819836,37.5652129,126.9773517
M,SIN,SIN,MEL,MEL,International,Apr-22,2,1.352083,103.819836,-37.8136276,144.9630576
M,SIN,SIN,CAN,CAN,International,Apr-22,4,1.352083,103.819836,23.1290799,113.26436
L,SIN,SIN,MFM,MFM,International,Apr-22,10,1.352083,103.819836,22.198745,113.543873
M,SIN,SIN,AKL,AKL,International,Apr-22,30,1.352083,103.819836,-36.8508827,174.7644881
M,SIN,SIN,CHC,CHC,International,Apr-22,17,1.352083,103.819836,-43.5320301,172.636648
M,SIN,SIN,KUL,KUL,International,Apr-22,31,1.352083,103.819836,3.1319197,101.6840589
M,SIN,SIN,BOM,BOM,International,Apr-22,5,1.352083,103.819836,19.0759837,72.8776559
M,SIN,SIN,MLE,MLE,International,Apr-22,60,1.352083,103.819836,4.1752709,73.5091172
M,SIN,SIN,BOM,BOM,International,Apr-22,30,1.352083,103.819836,19.0759837,72.8776559
L,SIN,SIN,SYD,SYD,International,Apr-22,43,1.352083,103.819836,-33.8688197,151.2092955
M,SIN,SIN,JNB,JNB,International,Apr-22,30,1.352083,103.819836,-26.205647,28.0337185
M,SIN,SIN,REP,REP,International,Apr-22,30,1.352083,103.819836,13.3632533,103.856403
M,SIN,SIN,AUH,AUH,International,Apr-22,14,1.352083,103.819836,24.453884,54.3773438
M,SIN,SIN,CCU,CCU,International,Apr-22,30,1.352083,103.819836,22.5743545,88.3628734
M,SIN,SIN,BKK,BKK,International,Apr-22,90,1.352083,103.819836,13.7563309,100.5017651
M,SIN,SIN,DXB,DXB,International,Apr-22,30,1.352083,103.819836,25.2048493,55.2707828
M,SIN,SIN,CGK,JKT,International,Apr-22,4,1.352083,103.819836,-6.1944491,106.8229198
M,SIN,SIN,ICN,SEL,International,Apr-22,14,1.352083,103.819836,37.5652129,126.9773517
M,SIN,SIN,HND,TYO,International,Apr-22,14,1.352083,103.819836,35.6764225,139.650027
M,SIN,SIN,SYD,SYD,International,Apr-22,60,1.352083,103.819836,-33.8688197,151.2092955
M,SIN,SIN,DVO,DVO,International,Apr-22,30,1.352083,103.819836,7.0736114,125.6110248
M,SIN,SIN,NGO,NGO,International,Apr-22,13,1.352083,103.819836,35.1814506,136.9065571
M,SIN,SIN,KUL,KUL,International,Apr-22,16,1.352083,103.819836,3.1319197,101.6840589
L,SIN,SIN,MEL,MEL,International,Apr-22,17,1.352083,103.819836,-37.8136276,144.9630576
M,SIN,SIN,NRT,TYO,International,Apr-22,21,1.352083,103.819836,35.6764225,139.650027
L,SIN,SIN,PER,PER,International,Apr-22,30,1.352083,103.819836,-31.9513993,115.8616783
M,SIN,SIN,MXP,MIL,International,Apr-22,30,1.352083,103.819836,45.468503,9.1824027
M,SIN,SIN,YVR,YVR,International,Apr-22,18,1.352083,103.819836,49.2827291,-123.1207375
M,SIN,SIN,DAC,DAC,International,Apr-22,22,1.352083,103.819836,23.804093,90.4152376
L,SIN,SIN,MAA,MAA,International,Apr-22,38,1.352083,103.819836,13.0930694,80.2888899
M,SIN,SIN,HKG,HKG,International,Apr-22,25,1.352083,103.819836,22.3193039,114.1693611
M,SIN,SIN,BOM,BOM,International,Apr-22,30,1.352083,103.819836,19.0759837,72.8776559
M,SIN,SIN,MUC,MUC,International,Apr-22,30,1.352083,103.819836,48.1351253,11.5819806
M,SIN,SIN,MEL,MEL,International,Apr-22,60,1.352083,103.819836,-37.8136276,144.9630576
M,SIN,SIN,TPE,TPE,International,Apr-22,30,1.352083,103.819836,25.0329636,121.5654268
L,SIN,SIN,CGK,JKT,International,Apr-22,123,1.352083,103.819836,-6.1944491,106.8229198
M,SIN,SIN,PNH,PNH,International,Apr-22,14,1.352083,103.819836,11.5563738,104.9282099
M,SIN,SIN,MEL,MEL,International,Apr-22,16,1.352083,103.819836,-37.8136276,144.9630576
L,SIN,SIN,HYD,HYD,International,Apr-22,30,1.352083,103.819836,17.406498,78.4772439
M,SIN,SIN,KIX,OSA,International,Apr-22,30,1.352083,103.819836,34.6937249,135.5022535
M,SIN,SIN,IST,IST,International,Apr-22,13,1.352083,103.819836,41.0082376,28.9783589
M,SIN,SIN,CDG,PAR,International,Apr-22,30,1.352083,103.819836,48.8575475,2.3513765
M,SIN,SIN,BKK,BKK,International,Apr-22,60,1.352083,103.819836,13.7563309,100.5017651
M,SIN,SIN,PNH,PNH,International,Apr-22,46,1.352083,103.819836,11.5563738,104.9282099
M,SIN,SIN,DAC,DAC,International,Apr-22,22,1.352083,103.819836,23.804093,90.4152376
M,SIN,SIN,BNE,BNE,International,Apr-22,30,1.352083,103.819836,-27.4704528,153.0260341
L,SIN,SIN,PEN,PEN,International,Apr-22,90,1.352083,103.819836,5.2632341,100.4846227
M,SIN,SIN,DAC,DAC,International,Apr-22,12,1.352083,103.819836,23.804093,90.4152376
L,SIN,SIN,MNL,MNL,International,Apr-22,30,1.352083,103.819836,14.5995124,120.9842195
L,SIN,SIN,TPE,TPE,International,Apr-22,13,1.352083,103.819836,25.0329636,121.5654268
M,SIN,SIN,MNL,MNL,International,Apr-22,120,1.352083,103.819836,14.5995124,120.9842195
L,SIN,SIN,NRT,TYO,International,Apr-22,13,1.352083,103.819836,35.6764225,139.650027
M,SIN,SIN,LHR,LON,International,Apr-22,60,1.352083,103.819836,51.5072178,-0.1275862
M,SIN,SIN,ZRH,ZRH,International,Apr-22,1,1.352083,103.819836,47.3768866,8.541694
L,SIN,SIN,OOL,OOL,International,Apr-22,12,1.352083,103.819836,-28.016667,153.4
M,SIN,SIN,CGK,JKT,International,Apr-22,9,1.352083,103.819836,-6.1944491,106.8229198
M,SIN,SIN,HEL,HEL,International,Apr-22,2,1.352083,103.819836,60.1698557,24.938379
L,SIN,SIN,IXM,IXM,International,Apr-22,9,1.352083,103.819836,9.9252007,78.1197754
M,SIN,SIN,RGN,RGN,International,Apr-22,1,1.352083,103.819836,16.840939,96.173526
L,SIN,SIN,MYY,MYY,International,Apr-22,10,1.352083,103.819836,4.399493,113.9913832
L,SIN,SIN,TPE,TPE,International,Apr-22,17,1.352083,103.819836,25.0329636,121.5654268
L,SIN,SIN,BKI,BKI,International,Apr-22,1,1.352083,103.819836,5.9843644,116.077344
M,SIN,SIN,CMB,CMB,International,Apr-22,5,1.352083,103.819836,6.9270786,79.861243
M,SIN,SIN,FRA,FRA,International,Apr-22,21,1.352083,103.819836,50.1109221,8.6821267
M,SIN,SIN,XMN,XMN,International,Apr-22,4,1.352083,103.819836,24.4795099,118.0894799
L,SIN,SIN,ATQ,ATQ,International,Apr-22,13,1.352083,103.819836,31.6339793,74.8722642
M,SIN,SIN,HAN,HAN,International,Apr-22,43,1.352083,103.819836,21.0277644,105.8341598
M,SIN,SIN,SYD,SYD,International,Apr-22,30,1.352083,103.819836,-33.8688197,151.2092955
L,SIN,SIN,BLR,BLR,International,Apr-22,30,1.352083,103.819836,12.9715987,77.5945627
M,SIN,SIN,BWN,BWN,International,Apr-22,4,1.352083,103.819836,4.8923413,114.9419021
M,SIN,SIN,ICN,SEL,International,Apr-22,1,1.352083,103.819836,37.5652129,126.9773517
M,SIN,SIN,SUB,SUB,International,Apr-22,14,1.352083,103.819836,-7.2574719,112.7520883
M,SIN,SIN,USM,USM,International,Apr-22,12,1.352083,103.819836,9.5120168,100.0135929
L,SIN,SIN,SGN,SGN,International,Apr-22,14,1.352083,103.819836,10.8230989,106.6296638
M,SIN,SIN,ICN,SEL,International,Apr-22,26,1.352083,103.819836,37.5652129,126.9773517
M,SIN,SIN,MNL,MNL,International,Apr-22,3,1.352083,103.819836,14.5995124,120.9842195
M,SIN,SIN,PER,PER,International,Apr-22,30,1.352083,103.819836,-31.9513993,115.8616783
